CO_ANO;CO_MES;CO_NCM;CO_PAIS;SG_UF_NCM;KG_LIQUIDO;VL_FOB;CATEGORIA
2020;1;15021011;240;SP;26241;23355;Produtos Bovinos
2020;3;15021011;160;GO;2118;12665;Produtos Bovinos
2020;3;41071110;249;RS;21;1767;Produtos Bovinos
2020;1;41071110;647;RS;216;4092;Produtos Bovinos
2020;12;15021011;160;SP;2952;16174;Produtos Bovinos
2020;4;15021011;240;SP;27976;23500;Produtos Bovinos
2020;5;15021011;160;RO;2271;11186;Produtos Bovinos
2020;5;41071110;245;SP;19800;30271;Produtos Bovinos
2020;3;15021011;160;RO;2060;14250;Produtos Bovinos
2020;12;41071110;249;RS;923;6997;Produtos Bovinos
2020;9;15021011;160;SP;1412;6926;Produtos Bovinos
2020;4;15021011;455;RO;56058;35146;Produtos Bovinos
2020;6;15021011;351;SP;69;155;Produtos Bovinos
2020;6;15021011;431;MT;28004;25204;Produtos Bovinos
2020;2;41071110;160;RS;31;4995;Produtos Bovinos
2020;5;41071110;160;RS;5;1128;Produtos Bovinos
2020;7;15021011;431;MT;27863;27979;Produtos Bovinos
2020;9;15021011;160;PA;978;3834;Produtos Bovinos
2020;4;15021011;160;RO;4067;20459;Produtos Bovinos
2020;12;15021011;240;RO;28005;28565;Produtos Bovinos
2020;5;15021011;160;GO;1880;10601;Produtos Bovinos
2020;6;15021011;240;SP;27791;21955;Produtos Bovinos
2020;7;41071110;351;RS;90;2946;Produtos Bovinos
2020;9;15021011;160;RO;4140;20461;Produtos Bovinos
2020;2;15021011;160;GO;28359;18207;Produtos Bovinos
2020;7;15021011;160;RO;3488;15337;Produtos Bovinos
2020;11;15021011;160;RO;2005;11031;Produtos Bovinos
2020;3;15021011;383;PR;19878;24564;Produtos Bovinos
2020;11;15021011;160;PA;104;450;Produtos Bovinos
2020;2;15021011;383;PR;18468;22630;Produtos Bovinos
2020;4;41071110;160;RS;9;1337;Produtos Bovinos
2020;4;15021011;383;SP;1967;1771;Produtos Bovinos
2020;7;41071110;365;RS;142;20361;Produtos Bovinos
2020;4;15021011;240;RO;28003;24922;Produtos Bovinos
2020;3;15021011;455;SP;27881;18179;Produtos Bovinos
2020;11;15021011;240;RO;18012;12609;Produtos Bovinos
2020;5;41071110;858;RS;110;16995;Produtos Bovinos
2020;4;15021011;383;PR;8078;13950;Produtos Bovinos
2020;4;41071110;351;RS;235;37178;Produtos Bovinos
2020;10;15021011;160;GO;2000;9813;Produtos Bovinos
2020;4;15021011;431;MT;26785;26819;Produtos Bovinos
2020;1;15021011;383;PR;19760;24699;Produtos Bovinos
2020;3;15021011;383;SP;8281;7452;Produtos Bovinos
2020;12;15021011;160;RO;5834;31664;Produtos Bovinos
2020;12;15021011;160;PA;772;3151;Produtos Bovinos
2020;6;15021011;240;RO;27408;21652;Produtos Bovinos
2020;6;41071110;351;RS;309;10094;Produtos Bovinos
2020;12;41071110;160;RS;2;427;Produtos Bovinos
2020;7;15021011;383;PR;17127;18067;Produtos Bovinos
2020;11;15021011;383;PR;3167;2692;Produtos Bovinos
2020;11;15021011;160;PA;997;4351;Produtos Bovinos
2020;6;15021011;160;GO;1920;9824;Produtos Bovinos
2020;5;41071110;647;SP;10;123;Produtos Bovinos
2020;10;15021011;160;SP;2597;12869;Produtos Bovinos
2020;8;15021011;240;SP;27539;21756;Produtos Bovinos
2020;2;41071110;365;RS;15;2165;Produtos Bovinos
2020;2;41071110;858;RS;53;8407;Produtos Bovinos
2020;11;15021011;160;GO;7574;41493;Produtos Bovinos
2020;1;15021011;383;SP;2051;1846;Produtos Bovinos
2020;4;15021011;160;GO;914;4953;Produtos Bovinos
2020;9;15021011;383;PR;19285;21418;Produtos Bovinos
2020;11;15021011;240;MT;10011;7007;Produtos Bovinos
2020;11;15021011;160;SP;2994;16381;Produtos Bovinos
2020;8;15021011;160;GO;1539;7506;Produtos Bovinos
2020;6;15021011;240;GO;27895;24827;Produtos Bovinos
2020;8;15021011;240;RO;27324;21586;Produtos Bovinos
2020;10;15021011;383;PR;1012;1138;Produtos Bovinos
2020;6;15021011;431;MT;82595;82843;Produtos Bovinos
2020;6;15021011;160;RO;4495;23283;Produtos Bovinos
2020;7;15021011;160;SP;1194;5252;Produtos Bovinos
2020;2;41071110;365;RS;218;30467;Produtos Bovinos
2020;8;15021011;383;PR;15988;16946;Produtos Bovinos
2020;8;15021011;160;SP;769;3380;Produtos Bovinos
2020;3;41071110;647;SP;2;261;Produtos Bovinos
2020;10;15021011;160;PA;2150;8373;Produtos Bovinos
2020;2;15021011;80;RO;503;539;Produtos Bovinos
2020;2;41071110;845;RS;250;2113;Produtos Bovinos
2020;7;15021011;431;MS;9983;6850;Produtos Bovinos
2020;4;15021011;160;SP;2158;11088;Produtos Bovinos
2020;7;15021011;160;GO;1609;7090;Produtos Bovinos
2020;6;41071110;160;RS;80;2381;Produtos Bovinos
2020;1;15021011;160;RO;2030;14033;Produtos Bovinos
2020;2;15021011;383;SP;5202;4681;Produtos Bovinos
2020;5;15021011;160;SP;2795;17227;Produtos Bovinos
2020;12;41071110;23;RS;0;4;Produtos Bovinos
2020;12;15021011;383;PR;24588;20898;Produtos Bovinos
2020;1;41071110;845;RS;801;6759;Produtos Bovinos
2020;12;15021011;160;GO;9480;51599;Produtos Bovinos
2020;10;15021011;160;RO;1991;9867;Produtos Bovinos
2020;1;15021011;240;RO;27002;24032;Produtos Bovinos
2020;8;41071110;160;RS;28;874;Produtos Bovinos
2020;3;41071110;351;RS;176;27882;Produtos Bovinos
2020;8;15021011;431;MT;27234;27287;Produtos Bovinos
2020;10;15021011;160;PA;655;2591;Produtos Bovinos
2021;6;41071110;365;RS;112;17051;Produtos Bovinos
2021;5;41071110;158;RS;1711;19919;Produtos Bovinos
2021;1;15021011;160;SP;5543;30018;Produtos Bovinos
2021;9;15021011;383;PR;13469;12917;Produtos Bovinos
2021;7;15021011;573;MT;27426;34117;Produtos Bovinos
2021;10;15021011;160;RO;5795;57305;Produtos Bovinos
2021;6;15021011;383;SP;647;518;Produtos Bovinos
2021;8;15021011;160;SP;11;11;Produtos Bovinos
2021;10;15021011;383;PR;14833;12605;Produtos Bovinos
2021;5;15021011;240;SP;52371;63779;Produtos Bovinos
2021;4;15021011;240;MT;27434;29272;Produtos Bovinos
2021;2;41071110;365;RS;13;2206;Produtos Bovinos
2021;5;15021011;573;MT;27737;34536;Produtos Bovinos
2021;7;41071110;351;RS;96;12854;Produtos Bovinos
2021;10;15021011;351;MG;3126;16803;Produtos Bovinos
2021;12;15021011;383;SP;7432;5945;Produtos Bovinos
2021;7;15021011;383;PR;15332;13020;Produtos Bovinos
2021;4;15021011;240;GO;59105;71747;Produtos Bovinos
2021;8;15021011;160;SP;3730;36118;Produtos Bovinos
2021;8;15021011;160;RO;5786;55514;Produtos Bovinos
2021;7;15021011;160;RO;8565;79748;Produtos Bovinos
2021;3;15021011;383;SP;3190;1595;Produtos Bovinos
2021;3;41071110;365;RS;103;16244;Produtos Bovinos
2021;4;41071110;249;RS;2930;38570;Produtos Bovinos
2021;12;15021011;53;SP;24632;31453;Produtos Bovinos
2021;11;41071110;845;RS;92;1056;Produtos Bovinos
2021;12;15021011;240;GO;26400;47533;Produtos Bovinos
2021;12;15021011;351;SP;4101;24597;Produtos Bovinos
2021;11;15021011;351;MG;633;3466;Produtos Bovinos
2021;9;15021011;351;MG;3910;20674;Produtos Bovinos
2021;4;15021011;160;GO;6448;38703;Produtos Bovinos
2021;6;41071110;249;RS;526;7329;Produtos Bovinos
2021;9;15021011;383;MT;256;331;Produtos Bovinos
2021;9;15021011;351;MT;3621;19149;Produtos Bovinos
2021;4;15021011;383;PR;1681;1429;Produtos Bovinos
2021;8;15021011;383;PR;8474;7203;Produtos Bovinos
2021;6;41071110;589;RS;64;578;Produtos Bovinos
2021;11;15021011;351;SP;4419;24192;Produtos Bovinos
2021;2;41071110;160;RS;31;6398;Produtos Bovinos
2021;9;15021011;351;TO;2651;14020;Produtos Bovinos
2021;9;15021011;244;MT;12015;22604;Produtos Bovinos
2021;2;15021011;383;SP;5994;2997;Produtos Bovinos
2021;10;15021011;351;TO;3439;18830;Produtos Bovinos
2021;3;15021011;160;SP;4285;22356;Produtos Bovinos
2021;9;41071110;23;RS;1;2;Produtos Bovinos
2021;8;41071110;827;RS;3;642;Produtos Bovinos
2021;3;15021011;240;SP;27837;32511;Produtos Bovinos
2021;10;15021011;351;SP;3673;20122;Produtos Bovinos
2021;2;15021011;240;SP;27565;29411;Produtos Bovinos
2021;5;15021011;160;GO;8400;49430;Produtos Bovinos
2021;10;15021011;351;MG;2027;11099;Produtos Bovinos
2021;3;15021011;383;PR;16307;13843;Produtos Bovinos
2021;6;15021011;573;MT;55964;69733;Produtos Bovinos
2021;1;15021011;160;GO;3845;20078;Produtos Bovinos
2021;5;15021011;160;SP;3436;20967;Produtos Bovinos
2021;1;15021011;383;SP;5144;2573;Produtos Bovinos
2021;10;15021011;351;RO;117;638;Produtos Bovinos
2021;11;15021011;351;RO;3941;21578;Produtos Bovinos
2021;11;15021011;351;MT;3258;17835;Produtos Bovinos
2021;3;15021011;160;GO;5940;30999;Produtos Bovinos
2021;8;15021011;160;GO;8541;81941;Produtos Bovinos
2021;1;15021011;240;RO;54703;55797;Produtos Bovinos
2021;10;15021011;351;SP;2127;11433;Produtos Bovinos
2021;7;15021011;431;MT;27586;34332;Produtos Bovinos
2021;6;15021011;240;SP;25003;34201;Produtos Bovinos
2021;10;41071110;351;RS;2;423;Produtos Bovinos
2021;10;15021011;351;MT;3298;18068;Produtos Bovinos
2021;6;15021011;160;SP;7469;69441;Produtos Bovinos
2021;9;15021011;160;SP;3933;38223;Produtos Bovinos
2021;4;15021011;240;RO;23477;27419;Produtos Bovinos
2021;10;41071110;249;RS;2;21;Produtos Bovinos
2021;5;15021011;160;RO;12409;67190;Produtos Bovinos
2021;5;41071110;365;RS;73;12132;Produtos Bovinos
2021;3;15021011;240;GO;27686;29541;Produtos Bovinos
2021;3;15021011;158;RO;22996;22304;Produtos Bovinos
2021;11;41071110;249;SP;5;0;Produtos Bovinos
2021;4;15021011;158;RO;23015;23563;Produtos Bovinos
2021;9;15021011;160;GO;5147;50923;Produtos Bovinos
2021;11;15021011;365;MG;3;3;Produtos Bovinos
2021;12;41071110;365;RS;22;3794;Produtos Bovinos
2021;5;15021011;383;PR;1036;881;Produtos Bovinos
2021;10;15021011;351;TO;3075;16530;Produtos Bovinos
2021;12;15021011;351;RO;3223;19328;Produtos Bovinos
2021;11;15021011;53;SP;27522;35143;Produtos Bovinos
2021;8;15021011;160;GO;7796;76320;Produtos Bovinos
2021;5;15021011;240;RO;27514;34885;Produtos Bovinos
2021;12;15021011;383;PR;5571;6227;Produtos Bovinos
2021;12;15021011;351;GO;12206;73195;Produtos Bovinos
2021;12;15021011;53;GO;52022;77018;Produtos Bovinos
2021;12;15021011;351;MG;577;3459;Produtos Bovinos
2021;3;41071110;149;RS;121;5208;Produtos Bovinos
2021;2;15021011;160;RO;1885;9829;Produtos Bovinos
2021;2;15021011;160;GO;4776;24933;Produtos Bovinos
2021;12;15021011;403;RO;19956;26542;Produtos Bovinos
2021;3;15021011;240;RO;25996;27738;Produtos Bovinos
2021;11;41071110;351;RS;2;472;Produtos Bovinos
2021;6;15021011;240;RO;27514;37636;Produtos Bovinos
2021;4;15021011;160;RO;6996;36443;Produtos Bovinos
2021;11;41071110;158;RS;54;1198;Produtos Bovinos
2021;7;15021011;160;SP;4492;42754;Produtos Bovinos
2021;5;41071110;160;RS;20;2890;Produtos Bovinos
2021;9;15021011;160;RO;7391;72361;Produtos Bovinos
2021;12;15021011;351;MT;4198;25175;Produtos Bovinos
2021;11;41071110;160;RS;2;337;Produtos Bovinos
2021;1;15021011;160;RO;4033;21057;Produtos Bovinos
2021;5;41071110;149;RS;398;6422;Produtos Bovinos
2021;6;15021011;160;GO;11054;103604;Produtos Bovinos
2021;4;15021011;383;SP;1502;751;Produtos Bovinos
2021;1;15021011;383;PR;17643;14994;Produtos Bovinos
2021;2;15021011;383;PR;10371;8816;Produtos Bovinos
2021;1;41071110;249;RS;852;13093;Produtos Bovinos
2021;11;15021011;383;PR;5555;5391;Produtos Bovinos
2021;7;15021011;160;GO;8256;79203;Produtos Bovinos
2021;6;15021011;383;PR;9992;8494;Produtos Bovinos
2021;1;41071110;149;RS;156;2533;Produtos Bovinos
2021;11;15021011;351;TO;2708;14827;Produtos Bovinos
2021;2;41071110;365;RS;61;8452;Produtos Bovinos
2021;6;15021011;240;GO;26791;36647;Produtos Bovinos
2021;8;41071110;365;RS;182;26188;Produtos Bovinos
2021;1;15021011;240;TO;27355;27902;Produtos Bovinos
2021;10;15021011;351;MT;2498;13426;Produtos Bovinos
2021;2;15021011;240;RO;27263;30452;Produtos Bovinos
2021;12;15021011;351;TO;3078;18459;Produtos Bovinos
2022;5;15021011;351;SP;5627;23219;Produtos Bovinos
2022;12;15021011;431;GO;54058;60472;Produtos Bovinos
2022;5;15021011;573;MT;28010;46315;Produtos Bovinos
2022;7;41071110;149;RS;180;3939;Produtos Bovinos
2022;11;41071110;169;RS;247;5928;Produtos Bovinos
2022;1;15021011;431;SP;2015;3927;Produtos Bovinos
2022;10;15021011;160;SP;6562;64337;Produtos Bovinos
2022;1;15021011;53;MT;11510;16185;Produtos Bovinos
2022;6;15021011;240;RO;55583;84269;Produtos Bovinos
2022;11;15021011;160;GO;13810;125677;Produtos Bovinos
2022;11;15021011;240;GO;27956;31648;Produtos Bovinos
2022;10;15021011;240;SP;26338;29817;Produtos Bovinos
2022;3;15021011;573;MT;26961;45705;Produtos Bovinos
2022;7;15021011;160;GO;7570;83849;Produtos Bovinos
